area,item,year,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
22,0,1991,3240.0,16817.0,22.53
97,3,1994,1220.0,33929.0,8.07
42,5,2012,1083.0,52980.0,26.21
84,3,2010,495.0,26857.0,21.54
14,3,1998,1761.0,118930.56,22.35
42,3,2005,1083.0,35342.0,26.11
88,4,2013,2331.0,537.49,27.17
42,0,1997,1083.0,52279.0,24.71
42,4,1997,1083.0,52279.0,26.45
42,1,2013,1083.0,45620.0,25.98
26,1,2004,2274.0,29799.84,17.73
98,4,2012,1300.0,23506.4,17.53
85,5,2004,636.0,47445.0,12.17
84,7,1991,495.0,16582.0,15.56
71,1,1992,151.0,62.0,28.99
11,3,2010,618.0,8306.31,6.71
70,4,2005,2280.0,9391.92,27.2
73,5,1990,494.0,5299.0,23.14
85,6,1996,636.0,33236.0,11.96
42,1,1998,1083.0,49157.0,26.69
68,8,2005,778.0,10703.85,10.48
84,8,2000,495.0,26857.0,15.13
48,1,2012,1668.0,54716.4,13.11
14,8,2013,1761.0,119166.69999999998,17.57
79,8,1992,637.0,15134.0,11.55
10,4,2012,2666.0,13289.18,26.28
73,5,2007,494.0,5935.96,25.16
48,7,1994,1668.0,79821.18,16.06
42,0,1995,1083.0,61257.0,27.2
65,8,2013,1032.0,766.93,21.37
84,5,1991,495.0,16582.0,18.86
62,5,1992,758.0,34468.93,21.0
33,1,2007,700.0,40740.64,10.88
26,7,2013,2274.0,6471.77,21.69
85,1,2005,636.0,41017.0,16.69
43,4,1998,2702.0,1597.0,27.77
50,3,1992,630.0,3469.0,16.34
97,8,1998,1220.0,35422.0,10.4
26,2,1991,2274.0,2377.0,21.91
51,3,2001,641.0,367.4,6.5
42,8,2002,1083.0,42482.56,24.91
95,6,1997,1180.0,88.0,24.04
24,8,1993,703.0,4103.0,8.16
42,0,2008,1083.0,14485.33,26.19
48,4,2001,1668.0,78735.45,15.47
16,9,2006,748.0,109.24,28.92
86,3,2008,1712.0,1152.39,26.42
11,1,1994,618.0,8306.31,6.26
3,1,2002,591.0,64134.56,17.58
5,8,2005,534.0,34310.0,14.38
42,7,2006,1083.0,37423.0,26.99
35,6,2008,652.0,5130.8,18.61
73,5,1990,494.0,5299.0,19.36
42,8,1996,1083.0,56114.0,25.55
43,4,1995,2702.0,1597.0,27.15
42,1,1991,1083.0,72133.0,25.74
18,7,1999,1604.0,653.0,24.97
5,7,1994,534.0,21057.0,19.59
14,1,2011,1761.0,119166.69999999998,25.28
42,0,2005,1083.0,35342.0,26.3
23,8,2007,1113.0,2015.0,11.31
9,7,1995,83.0,12.46,26.18
5,7,1997,534.0,34091.0,18.94
38,2,1997,2387.0,289.9,27.25
73,4,1990,494.0,5299.0,19.36
40,1,1992,1976.0,9904.59,24.77
2,6,2002,1010.0,40.0,24.79
90,3,2001,1537.0,1561.9,7.82
84,7,2012,495.0,26857.0,15.89
47,9,1997,2051.0,909.71,27.8
60,7,2000,92.0,39.09,27.66
14,7,2005,1761.0,119166.69999999998,28.17
37,1,2002,1651.0,278.77,27.53
14,1,2002,1761.0,119166.69999999998,22.5
42,7,1996,1083.0,56114.0,25.79
95,6,1990,1180.0,72.0,23.36
14,8,1991,1761.0,58349.44,20.13
94,3,2013,593.0,39440.0,14.07
42,5,2002,1083.0,42482.56,26.12
43,7,1998,2702.0,1597.0,27.72
71,5,1995,151.0,62.0,29.56
48,6,1994,1668.0,79821.18,13.78
14,7,1992,1761.0,67003.89,17.8
33,6,2000,700.0,35273.17,10.96
48,1,2009,1668.0,60970.8,13.55
47,0,2002,2051.0,909.71,27.51
73,3,2004,494.0,8903.48,27.5
68,3,1999,778.0,11152.0,10.74
12,1,2011,847.0,5740.44,11.69
14,0,2002,1761.0,119166.69999999998,26.01
64,3,2005,346.0,13966.0,18.15
42,8,2007,1083.0,27422.77,25.66
91,5,2013,691.0,264.6,10.1
62,1,1990,758.0,34468.93,19.27
2,1,2012,1010.0,40.0,24.24
22,3,2013,3240.0,54563.38,22.85
56,7,1993,1513.0,109.41,19.95
43,7,1993,2702.0,1597.0,25.46
10,7,1994,2666.0,1594.5,25.91
62,1,2000,758.0,34468.93,16.11
60,8,1997,92.0,39.09,28.28
25,0,2005,1410.0,3515.56,27.03
64,1,2007,346.0,13697.0,17.93
86,3,2013,1712.0,1235.31,27.03
5,1,2002,534.0,26651.0,16.63
62,8,2011,758.0,65961.1,19.52
20,4,1997,1342.0,22.87,25.69
42,5,1994,1083.0,61357.0,25.01
5,6,2009,534.0,38065.68,14.65
96,6,1997,565.0,42129.32,7.21
59,5,1994,282.0,30.96,27.05
11,8,1998,618.0,8306.31,6.11
48,4,2002,1668.0,70262.54,16.0
43,1,1990,2702.0,2432.0,27.18
36,6,1994,1996.0,12004.33,20.08
17,3,2000,1274.0,109.87,21.32
94,3,1996,593.0,30286.0,17.49
70,5,2008,2280.0,10173.91,26.75
62,5,2013,758.0,59920.18,20.45
33,1,1998,700.0,33377.0,10.05
14,8,1994,1761.0,84312.78,20.77
38,9,2000,2387.0,289.9,27.05
27,6,2000,51.0,4931.0,21.49
33,3,2009,700.0,39289.43,9.61
42,4,2010,1083.0,40093.69,28.02
17,1,2008,1274.0,456.44,21.29
14,5,2005,1761.0,119166.69999999998,22.05
73,7,1990,494.0,5299.0,19.36
43,0,1993,2702.0,1597.0,27.51
14,0,2007,1761.0,119166.69999999998,19.05
5,8,1993,534.0,23899.0,18.03
25,4,2002,1410.0,4018.07,27.05
85,3,2008,636.0,40719.0,16.92
44,3,2008,216.0,1245.94,20.46
49,6,2008,250.0,7044.9,4.19
88,6,2007,2331.0,1847.86,27.19
37,1,2000,1651.0,230.06,27.12
42,5,2009,1083.0,28707.01,25.87
88,1,1996,2331.0,142.0,27.09
74,3,2007,3142.0,105.0,25.2
16,4,1997,748.0,75.29,28.52
50,1,2011,630.0,1578.0,16.9
85,4,2008,636.0,40719.0,11.92
42,0,1992,1083.0,70791.0,26.78
79,6,2001,637.0,7871.1,11.9
42,5,2006,1083.0,37423.0,25.78
55,8,2001,656.0,726.09,6.75
52,3,1990,661.0,1221.0,19.4
42,7,1997,1083.0,52279.0,26.19
52,8,2013,661.0,1816.0,20.08
7,3,2004,447.0,148.68,12.76
14,5,2012,1761.0,119166.69999999998,25.65
40,2,1997,1976.0,6980.0,25.03
5,1,1992,534.0,22234.0,15.78
25,2,2002,1410.0,4018.07,27.05
69,1,2000,1732.0,3634.3,13.4
26,5,2007,2274.0,14156.16,17.44
84,7,1990,495.0,16582.0,15.56
43,0,1990,2702.0,2432.0,27.05
77,7,2007,854.0,16682.39,16.11
85,7,2000,636.0,34597.0,12.2
60,7,2010,92.0,67.59,28.7
26,3,1997,2274.0,7612.0,17.82
39,2,2007,1440.0,27.85,27.47
91,4,1992,691.0,2280.0,7.9
57,8,1997,1181.0,173.19,20.62
42,8,1994,1083.0,61357.0,26.03
42,8,2009,1083.0,28707.01,28.03
62,3,1992,758.0,34468.93,21.0
3,7,2012,591.0,119166.69999999998,18.43
25,7,1997,1410.0,3846.0,27.18
27,8,2001,51.0,5039.0,21.45
56,3,2006,1513.0,109.39,20.09
46,6,2002,832.0,94211.0,8.15
62,5,2010,758.0,63402.29,16.19
42,0,2012,1083.0,52980.0,27.03
73,3,2008,494.0,4946.79,26.74
42,4,1991,1083.0,72133.0,26.9
49,3,2007,250.0,5575.89,4.14
59,9,2006,282.0,11.87,27.62
49,8,1996,250.0,13047.0,1.61
25,4,2001,1410.0,7182.0,26.78
42,1,1996,1083.0,56114.0,26.46
5,7,2004,534.0,36276.0,17.87
14,3,2000,1761.0,119166.69999999998,25.35
33,8,2006,700.0,38540.15,5.94
18,1,1998,1604.0,258.02,25.66
100,5,1991,657.0,6753.0,20.95
48,9,1990,1668.0,79821.18,14.14
81,8,1997,59.0,2513.0,25.88
73,8,1995,494.0,7681.0,22.61
43,6,1999,2702.0,1597.0,27.01
81,1,2005,59.0,3875.97,26.27
44,3,2001,216.0,837.47,24.45
43,1,1990,2702.0,2432.0,27.47
6,6,2013,1110.0,3108.6,10.03
27,7,1998,51.0,4715.0,22.36
79,1,2001,637.0,7871.1,11.9
89,8,1993,624.0,1466.0,6.98
4,3,2013,562.0,278.72,11.08
14,8,2013,1761.0,119166.69999999998,26.4
94,1,1992,593.0,27110.0,13.01
42,8,1999,1083.0,46195.0,26.96
94,5,2010,593.0,38554.69,21.02
100,5,2006,657.0,3164.45,20.7
41,4,2000,589.0,4151.0,11.69
33,6,2013,700.0,43756.1,10.12
79,3,2006,637.0,6733.2,11.63
82,7,2008,686.0,603.9,25.5
43,6,2007,2702.0,1597.0,27.14
14,7,2010,1761.0,119166.69999999998,20.72
14,9,1990,1761.0,49695.0,17.77
42,5,2012,1083.0,52980.0,25.86
94,3,1996,593.0,30286.0,19.47
85,8,1993,636.0,29408.0,16.28
84,3,2007,495.0,26857.0,21.07
26,7,2004,2274.0,29799.84,22.33
64,5,2012,346.0,13697.0,18.2
42,4,2012,1083.0,52980.0,25.82
1,4,1999,89.0,654.45,17.97
73,3,2009,494.0,3957.61,26.68
8,7,2008,1292.0,268.2,25.63
84,3,2005,495.0,26857.0,21.14
5,5,1998,534.0,37215.0,13.61
42,7,1996,1083.0,56114.0,26.1
8,1,2013,1292.0,268.2,25.88
62,3,2009,758.0,61690.08,21.76
42,7,1991,1083.0,72133.0,25.74
42,3,2002,1083.0,42482.56,25.07
65,7,1993,1032.0,102.26,22.04
14,9,1998,1761.0,118930.56,26.63
84,6,1990,495.0,16582.0,15.56
93,5,1998,207.0,868.44,19.19
24,8,1998,703.0,3623.0,8.65
14,4,2009,1761.0,119166.69999999998,27.39
42,6,1990,1083.0,75000.0,25.25
86,4,2010,1712.0,1450.54,26.83
56,1,2002,1513.0,240.84,20.14
62,4,2005,758.0,51741.99,16.7
2,7,1999,1010.0,40.0,24.37
42,0,2005,1083.0,35342.0,25.07
28,3,1994,1784.0,3630.31,26.33
58,6,1990,2875.0,39406.48,27.21
42,3,2000,1083.0,44957.52,26.43
99,6,1995,1020.0,716.0,21.86
33,6,1999,700.0,30019.0,10.58
98,3,1999,1300.0,3925.03,16.62
14,8,2002,1761.0,119166.69999999998,19.09
42,4,2010,1083.0,40093.69,27.29
46,4,1995,832.0,84153.0,12.47
39,4,1992,1440.0,11.52,26.81
14,3,2009,1761.0,119166.69999999998,22.25
3,5,2000,591.0,63265.78,16.98
62,1,2000,758.0,34468.93,25.16
85,5,1995,636.0,27852.0,12.99
28,5,2002,1784.0,2388.47,26.12
42,8,1996,1083.0,56114.0,27.06
43,7,2009,2702.0,1597.0,27.31
35,1,1991,652.0,7420.0,17.07
42,4,2009,1083.0,28707.01,28.1
100,8,1998,657.0,2883.0,21.3
44,8,2001,216.0,837.47,24.45
26,8,1993,2274.0,1844.0,17.42
49,8,2005,250.0,3666.62,4.0
43,1,2012,2702.0,1597.0,27.48
94,8,2008,593.0,37640.2,18.47
42,3,1997,1083.0,52279.0,26.45
22,5,1996,3240.0,18131.0,22.07
80,1,2006,1212.0,288.72,20.02
27,7,2000,51.0,4931.0,21.49
42,1,2002,1083.0,42482.56,26.06
75,0,2013,1738.0,17942.97,17.0
64,6,2004,346.0,15064.0,18.21
14,5,1994,1761.0,84312.78,20.77
48,9,1997,1668.0,79821.18,13.43
42,5,2007,1083.0,27422.77,24.6
82,1,1995,686.0,435.31,25.33
14,3,1991,1761.0,58349.44,27.34
76,1,1991,600.0,5422.0,7.9
62,8,1999,758.0,34468.93,16.09
35,4,1998,652.0,10702.0,18.15
80,0,2006,1212.0,288.72,20.02
73,3,1991,494.0,5962.0,26.98
3,7,2005,591.0,65437.73,17.83
62,1,2006,758.0,50891.95,25.35
53,3,2012,788.0,271.84,14.62
14,7,2010,1761.0,119166.69999999998,26.3
62,0,1997,758.0,34468.93,20.35
85,7,2005,636.0,41017.0,16.97
60,9,2002,92.0,3.2,27.84
70,6,2010,2280.0,12242.19,27.01
14,6,1997,1761.0,110276.11,27.85
22,0,2002,3240.0,84023.26,27.77
5,5,2007,534.0,32446.25,12.83
33,6,2000,700.0,35273.17,10.12
54,1,1998,56.0,1262.38,19.75
94,8,2008,593.0,37640.2,14.91
43,0,2004,2702.0,1597.0,27.69
42,5,1993,1083.0,66388.0,25.22
14,0,2008,1761.0,119166.69999999998,18.8
80,3,2005,1212.0,222.92,20.29
32,3,2001,867.0,99694.0,11.37
14,0,2010,1761.0,119166.69999999998,19.01
42,7,1998,1083.0,49157.0,24.34
48,1,2005,1668.0,63829.77,15.36
99,8,2012,1020.0,1670.0,20.8
75,7,2012,1738.0,18885.82,17.68
73,5,1999,494.0,20450.0,23.8
42,5,1999,1083.0,46195.0,27.24
29,8,1994,383.0,4.44,24.13
14,8,2013,1761.0,119166.69999999998,25.19
94,4,1999,593.0,33089.0,15.0
84,4,1992,495.0,16582.0,16.48
42,0,2010,1083.0,40093.69,24.98
82,7,2006,686.0,511.93,25.32
84,3,2009,495.0,26857.0,15.44
62,8,2012,758.0,64512.22,25.5
42,0,1998,1083.0,49157.0,27.87
73,1,1991,494.0,5962.0,25.87
73,5,2011,494.0,1979.27,27.02
46,1,2005,832.0,84647.0,7.33
17,8,2010,1274.0,264.53,21.75
99,4,2009,1020.0,1670.0,20.76
25,7,1991,1410.0,4971.0,26.43
11,1,2008,618.0,8306.31,7.75
73,5,1994,494.0,6183.0,18.78
5,5,2013,534.0,45177.18,17.39
42,7,1994,1083.0,61357.0,25.87
62,7,1991,758.0,34468.93,19.69
42,8,1999,1083.0,46195.0,26.36
98,3,2010,1300.0,14981.18,17.11
2,1,2009,1010.0,40.0,24.33
84,5,1998,495.0,24304.0,21.22
42,6,1997,1083.0,52279.0,24.71
5,6,2002,534.0,26651.0,17.73
97,8,2002,1220.0,30995.26,9.78
82,4,1995,686.0,435.31,25.33
14,0,2001,1761.0,119166.69999999998,24.99
48,7,2002,1668.0,70262.54,16.0
71,5,1993,151.0,62.0,29.64
14,7,1994,1761.0,84312.78,21.91
23,1,1997,1113.0,3026.25,10.18
14,6,2006,1761.0,119166.69999999998,26.26
48,1,1993,1668.0,79821.18,12.49
91,1,1999,691.0,601.94,8.74
59,3,2013,282.0,1.52,28.53
73,4,2012,494.0,990.09,23.1
75,0,1999,1738.0,4029.0,16.65
64,8,1997,346.0,12214.0,18.31
62,8,2005,758.0,51741.99,16.93
36,5,2010,1996.0,14898.25,19.85
27,4,2011,51.0,12945.0,21.18
64,4,1998,346.0,12621.14,18.21
95,7,2005,1180.0,88.0,24.29
42,8,2000,1083.0,44957.52,26.13
82,4,1993,686.0,357.55,24.99
42,1,2007,1083.0,27422.77,26.27
94,8,2001,593.0,25539.0,12.32
73,7,2004,494.0,8903.48,23.78
55,3,2001,656.0,726.09,6.75
33,3,2011,700.0,43754.35,6.56
0,3,2004,1485.0,817.68,16.16
5,4,2000,534.0,33475.0,17.08
73,1,1997,494.0,16936.0,22.14
16,4,2013,748.0,843.0,29.41
10,6,2011,2666.0,14798.28,25.8
43,7,2004,2702.0,1597.0,25.67
10,3,1993,2666.0,1487.0,25.73
5,1,2008,534.0,42935.38,12.0
26,8,1995,2274.0,2658.0,21.96
1,1,2001,89.0,710.11,18.13
42,8,2013,1083.0,45620.0,28.85
3,5,1996,591.0,54595.0,17.64
19,6,2013,537.0,81659.8,8.46
42,1,2002,1083.0,42482.56,25.58
80,9,2002,1212.0,106.34,19.77
75,2,2010,1738.0,15590.54,16.97
42,1,1999,1083.0,46195.0,25.29
46,7,2000,832.0,79447.0,8.13
5,7,2013,534.0,45177.18,17.39
46,1,1999,832.0,81583.0,7.64
44,6,2000,216.0,548.0,20.28
33,3,1994,700.0,26330.0,10.43
26,4,1999,2274.0,14216.0,21.43
92,4,1999,1622.0,22761.0,27.34
73,5,1991,494.0,5962.0,24.38
79,8,1999,637.0,11280.0,12.34
73,3,2005,494.0,7914.31,22.8
15,6,1995,608.0,3519.75,8.69
14,7,1991,1761.0,58349.44,27.34
73,8,2013,494.0,0.92,24.27
64,5,1994,346.0,10992.57,17.98
52,1,2001,661.0,1816.0,20.29
96,8,2002,565.0,17486.64,8.87
42,0,1993,1083.0,66388.0,25.06
84,4,1997,495.0,21596.0,15.38
86,6,1993,1712.0,1753.2,26.37
22,5,2007,3240.0,82439.06,27.45
80,5,2004,1212.0,159.54,19.93
73,5,1991,494.0,5962.0,18.48
62,6,2010,758.0,63402.29,19.62
84,1,1996,495.0,19508.0,15.23
64,6,1992,346.0,10178.29,17.56
42,6,2005,1083.0,35342.0,25.82
73,7,1992,494.0,5518.0,22.36
42,8,1995,1083.0,61257.0,27.03
68,1,1997,778.0,10568.0,10.03
62,3,1994,758.0,34468.93,19.73
53,3,1991,788.0,0.3,14.66
19,1,2006,537.0,36572.75,6.3
14,3,1995,1761.0,92967.22,26.05
94,3,2006,593.0,27421.0,11.12
14,9,2000,1761.0,119166.69999999998,24.36
97,3,1990,1220.0,29517.0,10.94
80,5,1999,1212.0,152.0,19.35
14,9,1994,1761.0,84312.78,18.42
14,3,1994,1761.0,84312.78,24.71
42,5,1996,1083.0,56114.0,24.78
91,3,2012,691.0,264.6,7.71
29,3,2009,383.0,27.63,25.3
43,7,2007,2702.0,1597.0,25.5
73,8,2002,494.0,10881.83,23.83
94,4,2008,593.0,37640.2,18.47
84,5,2013,495.0,26857.0,18.0
14,4,2008,1761.0,119166.69999999998,20.22
48,3,2011,1668.0,51796.3,15.71
44,4,2013,216.0,2162.6,25.14
26,7,2010,2274.0,31637.12,21.98
58,0,2001,2875.0,39406.48,27.24
48,9,2002,1668.0,70262.54,16.0
26,5,2012,2274.0,11469.74,17.46
46,6,2011,832.0,70690.0,8.68
5,4,2010,534.0,42169.39,19.09
42,4,2004,1083.0,35113.0,27.29
76,1,1992,600.0,7363.0,8.65
73,6,1997,494.0,16936.0,22.14
25,9,1995,1410.0,3449.0,26.82
84,3,1992,495.0,16582.0,16.48
18,7,2002,1604.0,815.79,25.26
75,8,1995,1738.0,3134.0,17.26
48,6,1996,1668.0,79821.18,12.61
33,8,1998,700.0,33377.0,10.05
42,8,1994,1083.0,61357.0,24.29
94,1,1995,593.0,27328.0,12.06
29,1,2006,383.0,27.63,24.7
74,0,1996,3142.0,105.0,25.41
58,1,1995,2875.0,39406.48,27.05
61,0,2002,2041.0,606.85,24.4
52,1,1993,661.0,1221.0,19.14
73,8,1998,494.0,18406.0,23.11
78,8,1995,74.0,4.0,27.16
5,7,2001,534.0,32710.0,18.39
28,3,1993,1784.0,3785.54,26.12
14,0,2006,1761.0,119166.69999999998,27.34
14,6,1990,1761.0,49695.0,17.77
42,0,2004,1083.0,35113.0,24.69
14,3,1990,1761.0,49695.0,24.64
14,5,1996,1761.0,101621.67,27.07
62,7,1992,758.0,34468.93,21.0
15,1,1992,608.0,3906.0,9.07
64,7,1999,346.0,13028.29,17.68
47,1,1999,2051.0,909.71,27.12
84,1,1990,495.0,16582.0,18.91
10,1,1992,2666.0,1453.0,25.86
62,4,1991,758.0,34468.93,16.42
44,5,2001,216.0,837.47,20.8
42,5,2004,1083.0,35113.0,26.25
53,5,1991,788.0,0.3,14.66
98,3,2001,1300.0,4433.04,17.61
95,1,2005,1180.0,88.0,24.29
73,6,2000,494.0,27885.0,27.73
24,8,2006,703.0,3212.0,9.74
42,3,2006,1083.0,37423.0,26.37
5,3,2001,534.0,32710.0,14.18
42,4,2006,1083.0,37423.0,26.37
4,8,2012,562.0,278.72,10.2
43,1,1991,2702.0,3259.0,26.61
54,8,2004,56.0,7306.63,19.76
65,7,2001,1032.0,26.05,21.94
42,0,1995,1083.0,61257.0,25.86
14,5,2011,1761.0,119166.69999999998,21.74
98,4,2000,1300.0,3650.08,16.95
43,3,2013,2702.0,1597.0,26.72
15,6,1993,608.0,3777.25,9.0
62,6,2006,758.0,50891.95,20.3
73,4,2001,494.0,11871.0,26.5
74,1,2002,3142.0,105.0,25.48
39,0,2008,1440.0,27.85,27.08
30,3,2013,626.0,567.0,7.28
64,5,1996,346.0,11806.86,17.75
52,8,1994,661.0,1221.0,19.93
42,0,2010,1083.0,40093.69,26.93
33,3,2009,700.0,39289.43,5.89
14,1,1999,1761.0,119166.69999999998,25.88
62,3,2008,758.0,61732.11,16.22
64,1,2001,346.0,13842.57,18.56
10,7,1999,2666.0,2532.0,26.31
47,3,1991,2051.0,1415.65,27.24
85,3,1997,636.0,34023.0,13.02
14,0,2010,1761.0,119166.69999999998,18.18
20,9,1992,1342.0,0.04,24.81
42,5,2012,1083.0,52980.0,24.37
49,8,2007,250.0,5575.89,7.78
5,4,1990,534.0,17866.0,12.11
43,3,2005,2702.0,1597.0,27.11
70,6,1999,2280.0,4097.16,26.82
73,5,2011,494.0,1979.27,19.53
27,7,2010,51.0,11590.0,23.72
73,7,1994,494.0,6183.0,26.36
65,7,2010,1032.0,1187.1,22.1
42,5,1999,1083.0,46195.0,27.21
61,1,2001,2041.0,603.16,24.49
43,4,2007,2702.0,1597.0,27.49
36,2,1993,1996.0,12004.33,19.85
71,7,2004,151.0,26.31,29.8
97,3,1998,1220.0,35422.0,10.0
94,6,2002,593.0,27915.0,19.54
42,4,2008,1083.0,14485.33,25.56
14,1,1995,1761.0,92967.22,27.34
62,8,2007,758.0,64501.28,22.18
81,3,1991,59.0,994.0,25.43
25,0,1998,1410.0,4375.0,27.16
22,1,2001,3240.0,85515.3,22.5
14,6,1997,1761.0,110276.11,25.2
62,1,2001,758.0,31373.3,21.23
77,4,1991,854.0,9357.0,16.09
28,6,2005,1784.0,1922.78,26.07
48,7,1994,1668.0,79821.18,13.78
42,0,1991,1083.0,72133.0,25.49
42,5,2012,1083.0,52980.0,25.39
73,1,2000,494.0,27885.0,26.71
42,7,1992,1083.0,70791.0,23.79
42,8,2001,1083.0,43720.04,27.56
49,5,1997,250.0,8112.0,4.52
42,3,1994,1083.0,61357.0,25.95
99,0,2000,1020.0,1670.0,20.66
62,5,2004,758.0,26433.14,21.24
92,8,2005,1622.0,43831.0,27.92
26,7,1996,2274.0,2407.0,21.69
48,1,1996,1668.0,79821.18,14.79
42,3,2013,1083.0,45620.0,26.61
62,4,2004,758.0,26433.14,22.26
73,6,2006,494.0,6925.13,26.46
39,5,2005,1440.0,27.85,27.35
5,1,2007,534.0,32446.25,20.31
15,1,1999,608.0,3004.75,9.67
42,6,2005,1083.0,35342.0,25.62
46,6,2012,832.0,61889.0,8.05
26,4,2012,2274.0,11469.74,17.46
42,4,2000,1083.0,44957.52,26.05
62,6,2001,758.0,31373.3,15.98
73,1,2001,494.0,11871.0,25.18
69,7,2013,1732.0,5086.0,13.57
85,4,2006,636.0,39767.0,17.97
19,1,1999,537.0,44293.0,6.02
42,5,1995,1083.0,61257.0,25.76
94,4,1998,593.0,30162.0,12.56
17,1,2000,1274.0,109.87,21.32
70,4,2010,2280.0,12242.19,27.01
22,9,1996,3240.0,18131.0,27.12
44,1,2004,216.0,828.62,23.72
18,2,2005,1604.0,829.59,25.36
4,8,1999,562.0,60.38,10.11
58,7,1998,2875.0,39406.48,27.89
76,1,2007,600.0,18721.0,9.32
25,7,2004,1410.0,3713.96,26.71
84,8,2000,495.0,26857.0,18.26
100,0,2002,657.0,3023.72,21.08
65,4,2007,1032.0,547.31,21.91
14,7,1991,1761.0,58349.44,25.06
9,3,2011,83.0,9.14,27.01
85,7,1994,636.0,31244.0,17.51
5,4,1993,534.0,23899.0,17.42
82,1,2009,686.0,649.88,25.01
13,5,1991,416.0,19.0,19.29
34,2,1993,1187.0,65.8,26.67
5,6,2013,534.0,45177.18,14.74
39,0,1991,1440.0,18.86,27.01
65,8,1991,1032.0,102.26,21.77
73,1,2013,494.0,0.92,25.95
38,0,2004,2387.0,289.9,27.45
71,1,2000,151.0,62.0,29.43
84,8,2002,495.0,26857.0,19.28
62,3,2008,758.0,61732.11,17.21
14,1,2008,1761.0,119166.69999999998,18.8
48,3,2012,1668.0,54716.4,13.11
62,1,2004,758.0,26433.14,21.24
42,4,2007,1083.0,27422.77,25.44
15,8,2011,608.0,1459.75,9.17
49,6,2009,250.0,8716.14,3.03
19,3,1990,537.0,29568.0,7.41
48,4,1991,1668.0,79821.18,15.49
41,3,1995,589.0,7715.0,10.34
62,8,1991,758.0,34468.93,24.46
14,4,2013,1761.0,119166.69999999998,27.71
14,6,2009,1761.0,119166.69999999998,20.78
73,8,2006,494.0,6925.13,23.28
42,8,2007,1083.0,27422.77,26.0
73,5,2000,494.0,27885.0,25.32
62,3,2006,758.0,50891.95,19.53
42,1,2005,1083.0,35342.0,25.4
17,6,2008,1274.0,456.44,21.29
8,1,1993,1292.0,484.59,25.26
42,3,2000,1083.0,44957.52,26.05
42,8,2004,1083.0,35113.0,26.63
50,8,2009,630.0,1578.0,17.3
42,8,2007,1083.0,27422.77,24.59
16,7,1991,748.0,29.1,28.4
98,8,2011,1300.0,17517.76,16.9
42,4,2006,1083.0,37423.0,24.98
22,5,2005,3240.0,117881.45,27.56
14,7,2000,1761.0,119166.69999999998,18.01
73,6,2009,494.0,3957.61,27.88
84,6,2006,495.0,26857.0,18.42
100,0,2010,657.0,3305.17,21.17
26,6,2013,2274.0,6471.77,21.69
28,0,2013,1784.0,6005.08,26.36
26,0,2010,2274.0,31637.12,22.3
40,4,2008,1976.0,5130.42,24.25
5,5,2010,534.0,42169.39,20.33
48,6,2008,1668.0,58750.0,13.31
84,3,2012,495.0,26857.0,15.89
26,8,2009,2274.0,9666.87,22.42
42,4,2006,1083.0,37423.0,25.31
14,8,2007,1761.0,119166.69999999998,24.78
21,4,2007,1522.0,9830.72,5.51
62,3,2005,758.0,51741.99,22.95
84,8,1997,495.0,21596.0,18.64
36,5,1995,1996.0,12004.33,19.98
75,4,2011,1738.0,15436.91,17.03
42,7,1996,1083.0,56114.0,25.41
14,7,1991,1761.0,58349.44,20.13
70,0,2004,2280.0,4581.73,27.22
21,3,2013,1522.0,9830.72,5.94
14,4,2012,1761.0,119166.69999999998,26.13
62,3,2013,758.0,59920.18,17.18
6,8,2010,1110.0,3692.4,8.36
14,4,1995,1761.0,92967.22,18.27
62,4,1994,758.0,34468.93,21.46
62,7,1996,758.0,34468.93,21.08
86,3,2002,1712.0,1714.39,26.74
43,6,1995,2702.0,1597.0,27.15
5,8,2010,534.0,42169.39,14.23
14,8,1998,1761.0,118930.56,27.54
14,4,1999,1761.0,119166.69999999998,25.32
97,8,2004,1220.0,31223.91,9.86
42,1,1993,1083.0,66388.0,27.46
6,6,1994,1110.0,3619.0,9.89
42,3,2009,1083.0,28707.01,25.73
43,6,2006,2702.0,1597.0,25.66
14,7,2002,1761.0,119166.69999999998,21.3
14,4,1998,1761.0,118930.56,20.71
42,0,1996,1083.0,56114.0,27.06
25,5,1996,1410.0,3493.0,26.29
98,7,1994,1300.0,2272.08,17.17
70,6,2013,2280.0,4413.82,27.26
73,3,2001,494.0,11871.0,27.28
42,4,1996,1083.0,56114.0,26.64
32,1,1997,867.0,109792.0,11.59
95,8,2001,1180.0,88.0,23.47
1,5,1995,89.0,2697.09,17.36
19,8,2006,537.0,36572.75,6.3
62,0,2011,758.0,65961.1,19.83
42,7,2008,1083.0,14485.33,25.3
43,0,2013,2702.0,1597.0,27.37
14,3,2010,1761.0,119166.69999999998,27.56
25,4,1993,1410.0,4971.0,26.38
62,6,2005,758.0,51741.99,22.95
5,5,1990,534.0,17866.0,20.06
91,5,1999,691.0,601.94,8.74
81,1,1993,59.0,994.0,25.42
98,8,1992,1300.0,2072.03,16.7
49,3,2011,250.0,10656.6,2.67
42,5,1995,1083.0,61257.0,24.04
26,0,2002,2274.0,1302.49,17.78
41,6,1992,589.0,5777.0,11.01
97,3,2008,1220.0,21596.68,10.38
12,3,2001,847.0,8529.07,10.94
84,6,2004,495.0,26857.0,15.49
42,1,1990,1083.0,75000.0,26.59
